main,id,temp,pressure,humidity,temp_min,temp_max,wind_speed,clouds,sunset,sunrise,clothing_advice
Clear,867,33.9,983.4,46.3,33.2,35.9,7.9,4.3,1704139855,1704089388,hot_summer
Snow,634,-6.4,1024.1,52.3,-9.1,-5.5,4.5,94.2,1704142727,1704095561,warm_winter_coat
Clear,833,-6.5,1029.6,69.7,-7.8,-4.3,11.3,3.0,1704129161,1704099323,warm_winter_coat
Rain,568,15.0,1018.0,91.0,13.4,17.5,4.7,40.5,1704127445,1704092390,raincoat_umbrella
Rain,572,25.9,1029.6,85.6,24.8,28.2,9.1,32.0,1704126057,1704094991,light_rain_jacket
Snow,683,-24.6,1011.5,60.2,-25.3,-23.9,4.3,20.9,1704124908,1704099344,extreme_cold_gear
Clouds,882,14.6,1037.6,72.1,11.6,16.0,9.2,16.5,1704135103,1704096610,light_jacket_jeans
Clouds,873,16.6,988.1,58.5,15.3,19.3,24.9,35.6,1704131162,1704091557,windproof_jacket
Clouds,876,11.0,1020.8,70.4,9.3,12.8,8.8,63.7,1704137224,1704095664,light_jacket_jeans
Rain,529,16.4,1035.0,96.4,13.6,17.4,11.9,74.8,1704142690,1704094198,raincoat_umbrella
Snow,662,-2.6,987.2,60.7,-4.1,-0.4,3.7,46.0,1704134918,1704090636,warm_winter_coat
Snow,646,7.5,1009.0,78.4,6.2,9.6,4.9,40.0,1704127640,1704097742,medium_coat_scarf
Clouds,898,11.7,1016.0,61.5,9.7,14.5,19.9,12.4,1704130905,1704089726,windproof_jacket
Rain,554,23.5,980.7,93.9,22.9,24.8,2.1,89.3,1704137240,1704098779,light_rain_jacket
Clouds,870,12.5,991.9,69.8,11.0,14.7,17.4,94.4,1704139976,1704097312,windproof_jacket
Rain,510,25.4,1018.1,74.8,22.7,26.7,7.9,77.3,1704129752,1704095758,light_rain_jacket
Clouds,822,14.6,995.4,52.3,11.9,16.2,21.2,32.5,1704126720,1704095182,windproof_jacket
Clouds,801,14.2,1021.5,55.4,12.5,15.1,6.7,79.9,1704138953,1704093278,light_jacket_jeans
Clear,822,-0.4,989.7,42.6,-1.0,1.3,6.5,24.3,1704126459,1704093063,warm_winter_coat
Clear,830,28.6,1025.6,61.0,26.6,29.7,4.6,4.5,1704125007,1704091263,hot_summer
Clear,821,13.1,1010.1,72.0,12.5,16.0,9.6,26.5,1704140716,1704090920,light_jacket_jeans
Clouds,839,10.9,1018.2,41.1,9.2,12.9,13.8,74.5,1704130502,1704090483,windproof_jacket
Clear,860,39.7,1000.6,44.8,38.1,42.4,2.9,15.6,1704133939,1704094259,hot_summer
Clear,828,29.7,984.4,69.3,27.7,31.2,2.0,19.9,1704138931,1704093359,hot_summer
Rain,532,26.0,982.8,93.4,23.3,26.6,8.6,11.8,1704140097,1704097377,light_rain_jacket
Clear,878,-29.4,987.7,76.2,-30.5,-28.3,6.3,4.4,1704128859,1704091819,extreme_cold_gear
Rain,518,13.1,1012.4,95.6,10.9,14.3,9.1,5.2,1704125995,1704089012,raincoat_umbrella
Clouds,899,24.0,1002.4,47.1,21.0,24.7,3.6,99.3,1704125731,1704096640,tshirt_shorts
Rain,515,19.9,1000.5,81.5,17.0,22.8,6.9,73.2,1704140628,1704099014,raincoat_umbrella
Clear,898,3.1,981.7,64.6,1.7,3.6,6.6,12.3,1704141570,1704092637,medium_coat_scarf
Clear,838,-23.4,1006.1,73.9,-25.9,-22.6,11.0,28.1,1704127495,1704098076,extreme_cold_gear
Clear,852,24.6,998.7,53.6,23.2,26.5,4.7,13.1,1704142595,1704091369,tshirt_shorts
Clear,850,34.6,1027.6,62.7,32.9,35.2,7.7,18.1,1704131702,1704099430,hot_summer
Snow,616,-3.6,983.8,81.1,-5.9,-2.4,4.2,82.6,1704139806,1704097838,winter_wet_gear
Drizzle,385,-5.7,994.9,96.4,-7.7,-4.7,14.4,29.6,1704132467,1704090428,winter_wet_gear
Drizzle,362,26.1,1026.6,81.1,23.1,27.8,8.8,49.8,1704136856,1704096322,light_rain_jacket
Drizzle,342,22.0,1010.1,73.6,21.1,24.3,8.7,62.0,1704133482,1704099314,light_rain_jacket
Clear,809,35.0,980.4,48.2,32.7,36.6,4.1,12.7,1704128994,1704096707,hot_summer
Rain,532,16.1,980.0,76.6,13.9,16.7,14.6,32.5,1704126180,1704089700,raincoat_umbrella
Clouds,868,13.3,986.0,63.0,11.9,16.0,5.9,76.2,1704125239,1704098810,light_jacket_jeans
Drizzle,335,-0.2,1014.0,83.0,-3.1,2.0,4.2,79.5,1704133698,1704092427,winter_wet_gear
Clear,876,28.8,1026.9,60.7,26.3,30.6,4.7,22.6,1704136880,1704090315,hot_summer
Clear,894,-13.1,1004.8,59.9,-16.0,-11.9,12.0,19.6,1704142046,1704090966,extreme_cold_gear
Snow,635,-3.3,1003.0,93.5,-5.3,-2.1,4.3,58.5,1704126927,1704099329,winter_wet_gear
Clouds,856,12.1,1032.9,40.2,9.4,14.9,22.3,17.5,1704139164,1704093889,windproof_jacket
Clear,874,31.9,1029.5,66.0,30.8,33.8,8.0,25.3,1704126508,1704089526,hot_summer
Clear,833,-23.0,1031.0,31.5,-25.8,-21.3,6.7,26.3,1704133785,1704099131,extreme_cold_gear
Clear,810,14.4,989.8,68.8,12.7,16.2,4.8,14.5,1704135670,1704099090,light_jacket_jeans
Snow,683,-3.7,1034.2,88.8,-4.6,-1.4,6.2,27.0,1704129531,1704094702,winter_wet_gear
Clear,840,24.7,1027.1,78.3,22.0,25.7,4.3,28.3,1704131059,1704094157,tshirt_shorts
Clouds,898,5.8,1026.0,68.1,4.3,8.2,7.8,24.0,1704141280,1704091623,medium_coat_scarf
Snow,637,-0.5,1030.0,54.3,-1.1,0.8,8.8,83.1,1704134863,1704088944,warm_winter_coat
Clouds,829,26.9,1029.6,43.7,24.2,28.4,9.4,85.8,1704127645,1704097944,tshirt_shorts
Rain,521,11.0,1035.6,95.7,8.5,13.1,8.1,99.7,1704126006,1704093032,raincoat_umbrella
Clear,844,29.9,1004.7,65.2,28.1,31.8,3.5,1.1,1704137526,1704094835,hot_summer
Clear,874,18.1,990.0,66.6,17.3,20.6,10.6,7.5,1704127599,1704091269,light_jacket_jeans
Snow,608,3.3,994.3,79.8,0.7,4.9,1.3,6.9,1704137258,1704097399,medium_coat_scarf
Snow,692,-14.6,1027.6,75.3,-17.0,-13.3,6.8,42.9,1704142569,1704098860,extreme_cold_gear
Clouds,897,15.5,980.3,63.6,14.5,17.9,10.4,52.0,1704139767,1704089265,light_jacket_jeans
Drizzle,311,-8.3,1000.9,78.6,-9.2,-5.3,7.5,9.7,1704135574,1704096736,winter_wet_gear
Clear,874,35.3,1003.5,39.8,34.2,38.2,0.5,7.0,1704134823,1704095456,hot_summer
Rain,594,19.9,997.5,99.5,18.6,21.3,7.0,14.6,1704140393,1704096881,raincoat_umbrella
Snow,658,-6.7,1031.1,90.7,-8.3,-5.1,14.9,77.9,1704137227,1704094043,winter_wet_gear
Clouds,802,28.4,1020.1,49.9,26.8,29.0,4.3,42.9,1704138567,1704093135,tshirt_shorts
Clear,846,-8.8,997.8,50.4,-10.3,-7.7,7.2,19.5,1704125232,1704094534,warm_winter_coat
Drizzle,349,-9.7,1020.4,78.7,-11.8,-6.8,13.7,92.1,1704135583,1704093540,winter_wet_gear
Snow,649,7.7,1038.0,60.0,6.7,8.7,8.4,33.2,1704125741,1704093123,medium_coat_scarf
Drizzle,317,23.5,992.2,70.9,21.9,25.1,7.0,38.3,1704140101,1704091256,light_rain_jacket
Rain,532,19.5,999.5,91.3,18.3,20.6,12.4,14.5,1704130946,1704095097,raincoat_umbrella
Clear,816,26.1,986.4,74.4,23.8,26.7,0.2,2.8,1704133308,1704094160,tshirt_shorts
Clear,845,5.3,996.7,51.2,3.8,8.3,8.0,21.7,1704125848,1704091091,medium_coat_scarf
Rain,575,27.2,1005.9,75.3,26.7,28.4,5.0,40.9,1704138488,1704094184,light_rain_jacket
Drizzle,311,11.5,1029.7,63.9,9.2,12.9,8.6,79.2,1704128703,1704090120,light_jacket_jeans
Rain,517,5.2,1022.9,92.8,4.3,6.3,10.2,90.5,1704127613,1704099554,raincoat_umbrella
Drizzle,305,14.3,1026.1,63.6,12.9,16.2,11.6,20.8,1704133227,1704095420,light_jacket_jeans
Clear,859,-28.5,1026.0,57.2,-30.3,-26.6,0.3,20.0,1704141120,1704098873,extreme_cold_gear
Clear,851,38.6,1008.4,30.8,38.1,41.1,6.0,13.4,1704134533,1704092686,hot_summer
Drizzle,325,20.8,1000.3,75.0,19.0,21.4,2.5,8.2,1704142196,1704098952,light_rain_jacket
Snow,690,-12.5,1015.3,44.1,-13.6,-10.0,13.7,32.8,1704135806,1704094313,extreme_cold_gear
Rain,582,18.0,1007.6,75.6,17.0,18.6,5.4,66.6,1704139536,1704094405,raincoat_umbrella
Clear,849,34.7,1035.4,43.9,33.4,37.0,7.5,15.1,1704133345,1704089196,hot_summer
Snow,665,9.5,1026.2,68.7,8.1,10.5,4.5,50.5,1704133807,1704097398,medium_coat_scarf
Clouds,888,16.8,1036.3,71.1,14.5,19.4,11.8,42.8,1704126026,1704098507,light_jacket_jeans
Rain,578,21.7,1030.2,72.0,18.8,23.0,9.6,31.2,1704138392,1704093584,light_rain_jacket
Rain,506,21.6,1022.0,74.7,20.6,23.3,4.1,95.9,1704141570,1704099507,light_rain_jacket
Snow,641,-22.0,1029.8,42.7,-23.3,-19.3,0.1,13.4,1704135018,1704096590,extreme_cold_gear
Clouds,859,8.6,1005.3,52.4,6.6,9.5,21.0,54.5,1704125312,1704093249,windproof_jacket
Clear,824,20.3,1036.7,64.7,19.2,22.3,1.4,28.0,1704141572,1704089102,tshirt_shorts
Snow,651,-6.2,988.0,48.3,-8.3,-4.3,3.6,70.1,1704131415,1704094535,warm_winter_coat
Clear,865,28.9,1034.1,45.5,28.2,31.6,6.4,6.1,1704134551,1704093005,hot_summer
Snow,643,-5.8,986.1,93.0,-7.1,-3.1,14.0,74.5,1704137289,1704091804,winter_wet_gear
Snow,628,-14.6,980.6,52.3,-15.8,-12.9,8.4,84.3,1704137006,1704093242,extreme_cold_gear
Clouds,809,17.3,983.4,65.3,16.1,18.5,13.8,53.6,1704141960,1704089741,windproof_jacket
Snow,694,-12.8,1027.1,57.6,-14.8,-11.7,14.3,38.2,1704142561,1704089397,extreme_cold_gear
Clear,896,30.6,990.9,69.0,28.5,32.4,2.7,23.7,1704137745,1704094797,hot_summer
Clouds,833,29.8,1030.9,58.7,27.6,30.8,8.7,51.2,1704129702,1704096234,tshirt_shorts
Rain,557,8.0,1029.4,77.5,5.9,10.6,11.3,85.0,1704126372,1704096367,raincoat_umbrella
Snow,689,-1.9,984.3,98.7,-4.3,-1.2,11.2,62.8,1704132510,1704091978,winter_wet_gear
Clear,818,-4.6,995.1,49.8,-6.4,-3.7,2.1,13.2,1704140269,1704092266,warm_winter_coat
Clear,872,28.4,1030.4,52.0,27.9,30.0,3.5,4.8,1704125693,1704091364,hot_summer
Clear,828,-28.6,1036.1,38.7,-30.1,-26.1,7.6,19.7,1704132314,1704094939,extreme_cold_gear
Snow,619,-1.3,985.2,59.7,-2.7,-0.2,6.6,96.2,1704132255,1704093246,warm_winter_coat
Rain,551,13.6,1007.2,98.2,11.0,14.7,14.8,56.5,1704135454,1704098105,raincoat_umbrella
Clear,875,4.2,1002.7,60.3,2.4,6.8,2.3,0.4,1704126503,1704092268,medium_coat_scarf
Clouds,804,10.2,1020.0,52.8,7.7,11.5,15.0,49.9,1704129471,1704094260,windproof_jacket
Rain,592,15.1,1035.3,84.8,13.0,16.5,8.6,36.0,1704132963,1704089823,raincoat_umbrella
Rain,504,9.8,1005.4,84.6,7.4,11.1,8.3,66.4,1704141692,1704098783,raincoat_umbrella
Clouds,855,12.3,1006.8,47.9,9.6,15.0,18.1,20.9,1704132017,1704097003,windproof_jacket
Clear,852,20.8,1023.3,56.7,18.2,23.1,9.4,2.6,1704139565,1704095398,tshirt_shorts
Snow,635,-4.9,1020.0,84.2,-6.1,-3.6,6.0,74.5,1704132903,1704093768,winter_wet_gear
Clear,806,5.2,1010.8,50.0,4.6,6.2,7.3,9.5,1704135291,1704090545,medium_coat_scarf
Clear,890,1.4,998.8,59.2,-1.1,2.5,8.1,11.5,1704125937,1704093965,medium_coat_scarf
Snow,604,-4.9,1014.3,94.0,-6.6,-2.4,9.1,55.3,1704141014,1704094040,winter_wet_gear
Clear,848,-23.1,1006.7,36.9,-25.1,-22.1,20.0,16.2,1704125932,1704094002,extreme_cold_gear
Clear,894,9.0,988.4,61.5,6.3,11.1,10.0,11.6,1704141140,1704097557,medium_coat_scarf
Snow,603,-5.0,999.2,81.7,-6.9,-2.7,6.3,72.6,1704134621,1704095179,winter_wet_gear
Drizzle,384,-1.6,1034.0,96.5,-4.4,-0.1,12.6,46.1,1704137586,1704096667,winter_wet_gear
Clear,825,36.1,1000.6,46.6,33.1,38.5,5.5,8.3,1704131195,1704095762,hot_summer
Rain,524,8.1,1012.7,91.1,6.1,8.8,9.2,19.5,1704125281,1704099529,raincoat_umbrella
Drizzle,333,-4.2,1008.2,92.0,-6.5,-2.2,7.7,88.9,1704136727,1704099062,winter_wet_gear
Clear,848,32.0,1039.4,35.4,29.5,33.2,0.5,9.7,1704138484,1704096160,hot_summer
Clear,853,-3.4,1027.2,55.2,-6.0,-2.5,6.5,29.8,1704132178,1704091225,warm_winter_coat
Clear,892,18.2,993.7,72.8,16.3,21.1,6.2,2.1,1704130692,1704096770,light_jacket_jeans
Snow,655,-2.4,1008.9,77.4,-3.7,-0.7,8.4,43.9,1704135594,1704094379,winter_wet_gear
Clouds,829,13.4,988.2,62.7,12.0,14.8,17.0,51.1,1704140740,1704095765,windproof_jacket
Snow,617,-10.4,1039.3,67.7,-11.2,-7.4,12.3,75.7,1704130189,1704095254,extreme_cold_gear
Snow,611,-11.5,1022.7,62.6,-14.1,-10.2,14.8,68.7,1704131057,1704091188,extreme_cold_gear
Snow,639,-17.5,1032.2,30.1,-18.6,-14.6,17.8,54.4,1704125105,1704097554,extreme_cold_gear
Clear,809,39.4,1015.4,60.7,36.5,42.1,2.1,21.6,1704138743,1704094364,hot_summer
Clear,815,-5.0,982.9,56.3,-8.0,-2.6,6.7,14.2,1704136998,1704091905,warm_winter_coat
Clear,817,36.3,1015.5,35.1,35.7,37.4,2.9,25.1,1704124964,1704098409,hot_summer
Clear,846,16.6,1016.4,84.8,15.3,19.3,8.5,12.3,1704133741,1704099265,light_jacket_jeans
Clouds,899,13.2,1003.2,58.2,11.5,13.9,18.1,16.8,1704125644,1704098142,windproof_jacket
Rain,589,16.0,983.9,90.3,14.5,17.2,4.0,30.5,1704128311,1704095835,raincoat_umbrella
Clear,844,-0.4,1032.9,67.1,-2.5,0.6,6.5,12.6,1704129769,1704095941,warm_winter_coat
Clear,884,-4.2,990.7,74.6,-6.3,-3.4,11.1,20.2,1704135049,1704089766,warm_winter_coat
Clear,893,-26.1,1030.9,75.4,-28.3,-23.7,11.4,7.0,1704134439,1704097542,extreme_cold_gear
Snow,669,-14.9,985.3,52.2,-17.1,-12.1,19.6,91.4,1704139721,1704092782,extreme_cold_gear
Rain,533,12.6,992.2,93.1,10.2,14.9,12.9,21.8,1704130604,1704089449,raincoat_umbrella
Drizzle,328,-6.6,997.0,81.7,-7.2,-3.7,12.2,28.8,1704130065,1704098371,winter_wet_gear
Snow,650,-3.1,1010.2,70.9,-4.3,-1.7,4.3,99.2,1704125386,1704092726,warm_winter_coat
Snow,661,7.7,1004.6,72.0,6.4,10.1,6.8,91.8,1704127110,1704098807,medium_coat_scarf
Clear,838,32.3,1008.6,62.9,30.9,34.8,6.6,10.5,1704128563,1704092344,hot_summer
Clear,840,39.6,1027.9,47.6,38.4,40.7,2.2,9.8,1704129416,1704090200,hot_summer
Rain,527,6.4,997.4,78.1,4.7,8.1,8.2,80.7,1704131315,1704096544,raincoat_umbrella
Clear,804,31.4,1010.2,31.5,30.2,34.2,4.9,1.5,1704127408,1704091387,hot_summer
Clouds,855,9.3,1028.2,64.8,6.6,11.4,8.6,29.6,1704141704,1704089925,medium_coat_scarf
Clouds,895,9.3,1000.8,48.6,8.8,11.6,24.7,41.9,1704126656,1704093266,windproof_jacket
Clear,834,14.4,998.7,59.5,13.7,15.3,3.6,15.3,1704134571,1704099034,light_jacket_jeans
Drizzle,355,16.9,1002.5,76.0,16.3,18.6,9.8,76.5,1704136140,1704097374,light_jacket_jeans
Snow,643,2.6,998.0,60.8,-0.0,4.0,3.0,56.8,1704138872,1704092263,medium_coat_scarf
Clear,838,1.6,1022.4,79.7,0.5,2.6,8.9,4.5,1704131979,1704095614,medium_coat_scarf
Clear,848,16.5,1034.6,55.1,14.5,18.7,5.4,27.3,1704142053,1704098023,light_jacket_jeans
Rain,557,9.4,988.1,86.9,7.2,11.6,7.7,58.0,1704127276,1704093052,raincoat_umbrella
Clear,894,6.1,993.4,61.4,3.2,8.0,8.9,9.3,1704140296,1704092544,medium_coat_scarf
Clouds,857,21.8,1019.2,64.5,19.0,22.3,4.1,99.5,1704125996,1704098362,tshirt_shorts
Rain,563,10.7,1010.0,82.3,9.2,12.1,7.7,17.3,1704142772,1704091888,raincoat_umbrella
Snow,644,-16.2,983.8,72.0,-18.7,-13.5,19.1,14.9,1704141814,1704088852,extreme_cold_gear
Clear,865,-2.4,1005.6,62.0,-3.1,-0.9,9.7,16.3,1704135807,1704093472,warm_winter_coat
Clouds,889,12.2,984.7,42.3,10.1,13.8,21.8,83.8,1704128150,1704098158,windproof_jacket
Drizzle,350,-2.3,1002.2,90.6,-4.8,-1.5,11.6,11.3,1704129521,1704092932,winter_wet_gear
Rain,575,19.4,1030.6,89.2,18.6,22.0,8.5,2.4,1704132290,1704096705,raincoat_umbrella
Snow,609,-18.4,999.6,78.3,-19.8,-16.3,4.2,38.9,1704133902,1704091333,extreme_cold_gear
Drizzle,370,24.6,1013.8,87.7,22.5,25.3,7.8,70.0,1704136009,1704098502,light_rain_jacket
Drizzle,390,-8.1,1015.6,87.3,-9.2,-5.8,7.0,44.7,1704134378,1704089951,winter_wet_gear
Drizzle,359,27.7,1029.0,85.1,25.0,30.6,4.6,13.5,1704127458,1704099250,light_rain_jacket
Snow,612,-20.3,1013.5,60.8,-22.3,-18.8,19.5,7.4,1704130260,1704097017,extreme_cold_gear
Clouds,816,17.9,996.4,40.5,15.3,19.4,21.5,86.6,1704129571,1704093911,windproof_jacket
Snow,680,-7.4,1029.4,75.4,-10.0,-5.5,3.3,40.5,1704137620,1704090931,winter_wet_gear
Rain,536,24.0,1017.6,71.9,22.0,26.1,3.2,1.3,1704126024,1704097313,light_rain_jacket
Clouds,828,11.9,1023.4,80.5,11.3,13.9,9.6,8.7,1704135319,1704098121,light_jacket_jeans
Snow,687,4.7,995.6,52.8,3.5,5.2,1.8,11.6,1704128641,1704092587,medium_coat_scarf
Clouds,831,13.7,985.6,62.5,11.1,16.4,12.6,62.1,1704128416,1704096234,windproof_jacket
Clouds,859,19.5,1005.2,54.7,17.5,20.8,3.9,59.0,1704141271,1704098742,light_jacket_jeans
Drizzle,369,-5.4,998.8,80.3,-6.1,-3.1,12.8,59.4,1704132420,1704093775,winter_wet_gear
Clouds,845,13.7,982.9,57.9,10.9,16.7,22.3,46.6,1704140470,1704090866,windproof_jacket
Drizzle,360,-7.1,1031.9,98.9,-8.8,-4.6,12.3,46.6,1704133455,1704092985,winter_wet_gear
Clear,881,35.0,998.3,62.5,32.8,37.2,2.6,12.1,1704127197,1704092204,hot_summer
Clear,870,32.9,1014.0,64.8,30.2,34.4,6.3,22.2,1704136816,1704092331,hot_summer
Snow,642,-13.3,1028.6,30.5,-15.5,-10.9,2.1,52.5,1704130161,1704092042,extreme_cold_gear
Clear,897,-16.0,996.5,49.8,-18.7,-15.2,13.5,15.8,1704138993,1704097946,extreme_cold_gear
Drizzle,361,-2.0,982.7,86.1,-4.1,-1.3,12.4,97.4,1704135492,1704088850,winter_wet_gear
Clear,898,-27.2,1009.5,57.3,-28.6,-24.5,13.3,18.7,1704129864,1704091391,extreme_cold_gear
Snow,693,-15.9,1002.7,64.2,-16.7,-14.9,10.8,94.3,1704138108,1704088980,extreme_cold_gear
Clear,835,-8.8,981.5,61.3,-10.6,-8.2,3.6,25.0,1704134442,1704098470,warm_winter_coat
Clouds,821,0.8,980.5,54.0,-1.4,2.9,2.9,4.7,1704132031,1704099010,medium_coat_scarf
Clear,885,31.9,990.5,57.5,30.8,34.5,0.6,25.7,1704136371,1704091816,hot_summer
Clear,814,14.7,1029.5,73.9,13.2,15.8,11.1,13.5,1704126798,1704092822,light_jacket_jeans
Snow,651,8.1,987.5,58.1,6.3,10.4,7.2,42.8,1704140160,1704095820,medium_coat_scarf
Rain,596,10.0,1009.5,75.8,8.4,11.3,12.9,64.2,1704138669,1704091199,raincoat_umbrella
Clear,838,9.5,1001.3,56.6,8.4,11.7,5.0,14.7,1704135637,1704091333,medium_coat_scarf
Clear,855,37.8,982.8,69.5,35.8,38.8,3.1,24.0,1704138161,1704094144,hot_summer
Drizzle,330,27.2,1007.8,77.0,26.5,27.9,10.0,2.6,1704129620,1704089407,light_rain_jacket
Snow,629,0.3,1034.7,59.2,-1.8,2.9,1.9,62.8,1704127035,1704096716,medium_coat_scarf
Clear,844,-4.7,1026.0,53.9,-6.7,-4.0,8.3,10.9,1704138259,1704094714,warm_winter_coat
Snow,620,7.3,989.3,77.1,6.4,9.9,9.0,99.5,1704137009,1704095139,medium_coat_scarf
Snow,693,-0.9,1032.9,91.2,-1.4,1.9,7.4,86.4,1704132398,1704092725,winter_wet_gear
Clear,830,-1.8,1039.0,69.0,-4.7,-0.4,11.8,13.7,1704139590,1704095362,warm_winter_coat
Clouds,836,9.3,1027.3,49.0,8.6,12.2,23.1,64.5,1704135725,1704092098,windproof_jacket
Clouds,881,13.5,1000.1,80.4,12.9,14.3,2.9,35.1,1704139880,1704090886,light_jacket_jeans
Clouds,892,3.7,995.4,52.2,2.3,5.8,6.4,77.7,1704139514,1704094770,medium_coat_scarf
Clear,816,-5.8,1018.0,45.8,-7.5,-2.9,2.7,5.7,1704140525,1704092397,warm_winter_coat
Snow,604,-5.5,999.5,58.0,-6.5,-3.6,2.3,51.3,1704136499,1704096201,warm_winter_coat
Clouds,849,13.5,1039.1,43.0,11.9,15.3,24.5,78.9,1704130079,1704093501,windproof_jacket
Drizzle,307,21.1,1034.4,93.9,18.8,22.3,7.9,92.7,1704130651,1704099563,light_rain_jacket
Clouds,872,15.6,1015.0,63.6,14.5,17.8,22.9,50.7,1704142273,1704093601,windproof_jacket
Rain,526,13.5,1012.3,94.9,10.5,16.2,4.9,76.7,1704129254,1704098134,raincoat_umbrella
Clear,812,-20.8,1028.9,68.5,-23.6,-20.2,12.7,0.5,1704129763,1704093611,extreme_cold_gear
Snow,639,6.7,1006.3,71.1,5.5,8.3,7.0,54.1,1704129986,1704093509,medium_coat_scarf
Clouds,847,21.7,993.4,40.4,19.9,23.0,0.7,3.3,1704138301,1704090749,tshirt_shorts
Snow,663,8.2,1033.4,79.7,6.6,11.0,2.9,54.5,1704129707,1704098631,medium_coat_scarf
Clouds,827,22.8,994.3,43.7,22.1,24.4,2.1,91.8,1704140976,1704094549,tshirt_shorts
Rain,527,6.8,1001.9,93.7,4.8,9.2,10.2,17.2,1704125265,1704092173,raincoat_umbrella
Snow,659,-7.9,993.3,83.1,-10.9,-7.0,6.0,63.9,1704130026,1704091307,winter_wet_gear
Clouds,813,4.3,1020.2,54.5,3.6,5.8,9.6,43.3,1704142238,1704095826,medium_coat_scarf
Snow,607,3.0,990.3,52.4,1.0,4.3,6.0,72.8,1704129093,1704096421,medium_coat_scarf
Clouds,806,2.4,1018.6,64.5,0.1,4.0,1.3,82.3,1704125271,1704094906,medium_coat_scarf
Clouds,865,13.8,980.6,62.4,11.8,16.7,10.3,79.8,1704125796,1704095165,light_jacket_jeans
Clear,803,35.7,993.9,40.5,33.1,37.4,0.4,24.1,1704142401,1704093293,hot_summer
Rain,562,23.6,1007.9,71.9,22.3,24.9,2.4,10.5,1704130788,1704097109,light_rain_jacket
Snow,611,-2.8,985.6,59.2,-5.2,0.0,3.3,23.2,1704134297,1704096769,warm_winter_coat
Clear,859,-8.7,994.5,69.9,-9.9,-7.9,6.7,2.8,1704142579,1704089076,warm_winter_coat
Clouds,849,29.3,1026.8,61.1,27.6,32.3,5.4,31.5,1704127567,1704096059,tshirt_shorts
Snow,637,-8.4,986.1,60.5,-10.1,-6.7,4.1,61.7,1704131503,1704095199,warm_winter_coat
Clear,845,-4.2,1037.4,59.1,-6.8,-1.7,11.4,17.3,1704132672,1704096925,warm_winter_coat
Rain,505,14.0,987.8,88.0,13.4,16.7,5.0,56.4,1704138936,1704097516,raincoat_umbrella
Clouds,889,9.2,988.1,51.7,7.0,10.7,23.1,91.8,1704127508,1704094702,windproof_jacket
Clouds,819,11.5,1023.9,63.4,9.2,13.5,22.2,86.0,1704133207,1704093756,windproof_jacket
Clear,881,-10.8,1014.8,68.3,-13.7,-9.8,13.9,12.2,1704131414,1704097467,extreme_cold_gear
Snow,619,-27.9,1002.9,51.4,-28.6,-25.3,0.2,62.6,1704125636,1704091961,extreme_cold_gear
Rain,515,9.2,1019.0,96.8,7.2,11.0,13.8,77.3,1704129887,1704099240,raincoat_umbrella
Clear,803,35.6,987.3,34.0,33.8,37.1,4.8,2.4,1704126405,1704095159,hot_summer
Clouds,883,29.1,1009.4,63.0,28.5,31.0,7.4,2.9,1704128675,1704096562,tshirt_shorts
Clear,841,21.8,1016.9,49.8,20.7,22.6,8.3,27.4,1704133941,1704088865,tshirt_shorts
Drizzle,327,15.9,1038.3,81.6,13.8,17.9,8.9,51.0,1704140027,1704094030,light_jacket_jeans
Snow,608,1.0,984.3,71.8,-1.4,2.9,2.8,55.2,1704137321,1704098861,medium_coat_scarf
Drizzle,317,18.4,1021.3,85.4,17.8,20.7,4.4,28.5,1704134714,1704092157,light_rain_jacket
Clouds,846,28.1,1006.0,57.1,26.2,28.8,1.1,45.7,1704129194,1704099507,tshirt_shorts
Rain,591,22.0,1010.2,92.6,20.2,23.7,5.7,92.8,1704137587,1704092722,light_rain_jacket
Snow,655,-6.5,989.2,61.7,-8.0,-4.7,8.2,80.7,1704132188,1704095742,warm_winter_coat
Clear,838,28.7,1004.6,58.1,26.5,31.1,0.1,9.9,1704139409,1704092084,hot_summer
Snow,642,8.8,993.6,51.6,6.4,9.3,7.5,98.9,1704130061,1704098816,medium_coat_scarf
Clear,838,30.1,1009.4,52.7,29.0,32.0,4.6,19.3,1704136710,1704092819,hot_summer
Snow,602,-6.1,1034.6,46.9,-8.7,-4.5,9.5,4.6,1704125505,1704091922,warm_winter_coat
Clear,886,8.6,997.0,75.8,8.1,11.3,1.3,7.4,1704131045,1704092225,medium_coat_scarf
Clear,813,32.3,1018.5,49.0,31.4,33.8,2.9,27.0,1704136048,1704090321,hot_summer
Rain,519,10.3,1029.2,90.1,8.0,13.1,11.9,41.7,1704137472,1704098744,raincoat_umbrella
Clouds,834,13.8,984.8,58.6,12.4,14.4,12.3,64.9,1704127145,1704092013,windproof_jacket
Clouds,804,27.5,1003.4,45.6,24.7,30.2,3.5,51.1,1704127910,1704090252,tshirt_shorts
Rain,597,22.7,1007.3,90.8,22.2,24.8,6.4,1.6,1704138065,1704089592,light_rain_jacket
Clouds,847,11.4,1019.7,51.7,10.4,13.2,21.8,96.9,1704141339,1704093650,windproof_jacket
Drizzle,330,21.3,1025.7,81.5,19.4,22.6,9.4,7.4,1704138173,1704094291,light_rain_jacket
Rain,564,9.4,1015.6,76.7,8.6,11.1,13.6,53.5,1704130483,1704093105,raincoat_umbrella
